UN , 10.5475, 0
UN , 21.43, 0
UN , 31.99, 0
UN , 42.5375, 0
UN , 53.08, 0
UN , 63.6275, 0
UN , 74.175, 0
UN , 84.72, 0
UN , 95.2675, 0
UN , 105.82, 0
UN , 116.388, 0
UN , 126.938, 0
UN , 137.498, 0
UN , 148.055, 0
UN , 158.602, 0
UN , 169.145, 0
UN , 179.4, 0
UN , 189.952, 0
UN , 200.498, 0
UN , 211.042, 0
UN , 221.59, 0
UN , 232.14, 0
UN , 242.688, 0
UN , 253.23, 0
UN , 263.777, 0
UN , 274.325, 0
UN , 284.868, 0
UN , 295.452, 0
UN , 306, 0
UN , 316.605, 0
UN , 327.27, 0
UN , 337.875, 0
UN , 348.475, 0
UN , 359.1, 0
UN , 369.645, 0
UN , 380.19, 0
UN , 390.738, 0
UN , 401.283, 0
UN , 411.827, 0
UN , 422.38, 0
UN , 432.93, 0
UN , 443.48, 0
UN , 454.022, 0
UN , 464.572, 0
UN , 475.123, 0
UN , 485.717, 0
UN , 496.325, 0
UN , 506.875, 0
UN , 517.472, 0
UN , 528.082, 0
UN , 538.63, 0
UN , 549.175, 0
UN , 559.727, 0
UN , 570.27, 0
UN , 580.817, 0
UN , 591.367, 0
UN , 601.91, 0
UN , 612.452, 0
UN , 622.997, 0
UN , 633.545, 0
UN , 644.092, 0
UN , 654.69, 0
UN , 665.295, 0
UN , 675.847, 0
UN , 686.39, 0
UN , 696.933, 0
UN , 707.475, 0
UN , 718.023, 0
UN , 728.565, 0
UN , 739.107, 0
UN , 749.65, 0
UN , 760.247, 0
UN , 770.855, 0
UN , 781.398, 0
UN , 791.947, 0
UN , 802.495, 0
UN , 813.038, 0
UN , 823.582, 0
UN , 834.13, 0
UN , 844.678, 0
UN , 855.22, 0
UN , 865.763, 6.16125e-14
UN , 876.327, 0.448205
UN , 886.908, 0.454831
UN , 897.477, 0.679296
UN , 908.04, 0.671706
UN , 918.607, 0.641771
UN , 929.17, 0.690453
UN , 939.41, 0.69195
UN , 949.972, 0.664527
UN , 960.53, 0.68926
UN , 971.092, 0.67605
UN , 981.655, 0.650385
UN , 992.217, 0.697971
UN , 1002.78, 0.664629
UN , 1013.35, 0.710206
UN , 1023.91, 0.697116
UN , 1034.48, 0.69889
UN , 1045.05, 0.668261
UN , 1055.62, 0.680205
UN , 1066.18, 0.695459
UN , 1076.76, 0.661408
UN , 1087.32, 0.687751
UN , 1097.88, 0.704474
UN , 1108.44, 0.68806
UN , 1119.01, 0.671239
UN , 1129.58, 0.691015
UN , 1140.14, 0.674155
UN , 1150.71, 0.688453
UN , 1161.28, 0.70311
UN , 1171.84, 0.669712
UN , 1182.41, 0.705212
UN , 1192.97, 0.675766
UN , 1203.53, 0.70511
UN , 1214.09, 0.688736
UN , 1224.66, 0.662947
UN , 1235.22, 0.710718
UN , 1245.79, 0.703089
UN , 1256.36, 0.718123
UN , 1266.92, 0.691847
UN , 1277.49, 0.678492
UN , 1288.05, 0.702637
UN , 1298.62, 0.692161
UN , 1309.17, 0.716933
UN , 1319.75, 0.694795
UN , 1330.31, 0.697527
UN , 1340.87, 0.681455
UN , 1351.45, 0.70511
UN , 1362.01, 0.706139
UN , 1372.57, 0.684597
UN , 1383.13, 0.693763
UN , 1393.7, 0.711969
UN , 1404.27, 0.693885
UN , 1414.82, 0.684037
UN , 1425.38, 0.712155
UN , 1435.94, 0.715377
UN , 1446.5, 0.716455
UN , 1457.07, 0.693591
UN , 1467.63, 0.70499
UN , 1478.21, 0.698808
UN , 1488.78, 0.710045
UN , 1499.34, 0.713
UN , 1509.97, 0.70035
UN , 1520.54, 0.716827
UN , 1531.1, 0.717433
UN , 1541.67, 0.71508
UN , 1552.24, 0.685149
UN , 1562.81, 0.715955
UN , 1573.37, 0.722477
UN , 1583.94, 0.71204
UN , 1594.51, 0.727229
UN , 1605.08, 0.699856
UN , 1615.64, 0.70777
UN , 1626.21, 0.720422
UN , 1636.77, 0.702975
UN , 1647.34, 0.723927
UN , 1657.9, 0.712868
UN , 1668.47, 0.706431
UN , 1679.05, 0.708779
UN , 1689.61, 0.723007
UN , 1700.19, 0.703293
UN , 1710.76, 0.725222
UN , 1721.33, 0.722329
UN , 1731.89, 0.71535
