FORD
tid attemp_tp tp 50lat 99lat
15 10822 963.806 431.955 41403.1
9 10731.7 970.042 433.736 39765.9
7 10727.1 961.466 431.785 40902.6
10 10006.7 893.199 439.671 42114
0 9777.66 860.043 366.762 54138.2
6 9549.43 858.303 374.565 43520.1
2 9392.73 812.002 335.894 60340
4 9351.55 810.779 375.398 62804.7
8 9166.17 823.214 440.368 42566
166565 14857.6 335.894 442.446 416.762 39182.7 62804.7 44466.7

FORD
tid attemp_tp tp 50lat 99lat
5 3211.37 268.888 1649.68 85966.2
28 3210.3 264.785 1615.33 85886.6
1 3194.09 262.011 1636.46 86163.8
13 3175.85 263.278 1617.14 84423.5
31 3165.16 254.257 1632.11 84835.6
11 3145.32 259.394 1657.99 87610.3
3 3139.4 256.991 1658.77 83484.3
19 3134.97 256.315 1615.51 85465.7
29 3129.28 260.512 1613.79 85299.9
17 3099.64 249.707 1639 84327.6
15 3095.17 251.111 1624.37 85577.8
23 3086.12 257.537 1614.91 85390.7
7 3072.92 252.164 1611.88 86194.2
25 3071.98 250.427 1615.59 83859.2
30 3052.23 252.145 1618.87 86997.7
9 3048.42 251.891 1614.44 83878.5
27 3043.56 250.607 1609.54 83649.3
21 3024.57 250.464 1615.7 85139.8
18 2921.3 241.767 1622.52 86756.1
0 2917.47 238.912 1531.93 97418.6
2 2910.78 235.191 1508.8 101669
16 2910.19 235.376 1587.9 84184.3
8 2909.64 238.358 1604.19 86700.3
14 2908.32 237.697 1562.87 84611.7
4 2905.95 232.534 1595.63 103685
6 2904.87 238.751 1556.71 102821
12 2903.83 235.965 1543.22 83414.7
10 2901.49 236.877 1539.25 85435.1
20 2896.57 239.227 1631.12 84394.5
26 2896.64 237.67 1682.44 86329.2
22 2894.64 240.024 1617.16 85754.3
24 2893.18 238.745 1701.95 86654.9
96775.2 7939.58 1508.8 1701.95 1610.84 83414.7 103685 87311.8

FORD
tid attemp_tp tp 50lat 99lat
5 9583.42 3840.07 54.789 2986.43
7 9068.1 3531.21 55.906 3047.41
3 9051.68 3465.8 55.716 3039.71
1 9019.25 3461.95 56.812 3081.03
4 6559.23 2079.93 59.429 3131.12
6 6337.91 2326.39 58.445 3177.39
2 5705.79 1773.07 66.476 3251.68
0 5271.74 1616.26 72.279 3257.59
60597.1 22094.7 54.789 72.279 59.9815 2986.43 3257.59 3121.55

FORD
tid attemp_tp tp 50lat 99lat
11 8623.22 1360.31 90.023 3650.34
9 8483.81 1341.97 89.561 3644.69
5 8417.07 1339.66 90.891 3749.7
13 8256.51 1310.14 90.618 3746.82
15 8160.33 1270.89 90.378 3756.09
3 8138.45 1258.37 89.962 3791.03
1 8097.62 1240.07 90.03 3819.62
7 8080.79 1266.5 90.077 3788.27
14 6489.07 1010.35 92.013 4104.85
0 6025.45 779.091 91.725 4088.07
2 5828.99 778.52 90.073 4478.69
4 5693.48 776.59 89.877 4510.73
8 5681.32 883.218 88.419 4201.27
6 5623.81 812.697 89.228 4392.23
12 5619.77 882.023 90.01 4062.24
10 5489.78 854.978 87.634 4298.15
112709 17165.4 87.634 92.013 90.0324 3644.69 4510.73 4005.17

FORD
tid attemp_tp tp 50lat 99lat
5 7282.39 707.12 142.709 7189.26
19 7067.91 670.815 141.763 7598.53
3 6955.89 660.114 141.612 7466.34
13 6952.46 668.897 146.716 7486.86
25 6938.81 660.575 142.149 7384.11
24 6924 657.573 142.958 7686.42
11 6912.99 662.333 142.621 7411.43
29 6905.41 671.137 142.935 7747.07
1 6862.56 650.365 142.942 7318.73
31 6859.52 643.218 140.782 7470.69
28 6849.73 652.094 143.617 7547.01
22 6846.85 653.395 141.411 7478.08
27 6815.68 650.966 141.609 7334.16
7 6795.78 653.21 143.652 7494.77
9 6790.85 650.903 140.618 7665.77
20 6767.12 647.478 142.109 7631.03
23 6743.01 648.273 139.949 7267.4
17 6726.93 631.255 147.596 7541
15 6704.57 634.186 144.702 7622.09
26 6636.93 631.437 144.832 7321.57
21 6625.65 634.87 141.366 7585.59
30 6587.73 632.357 142.999 7847.69
0 5907.35 557.831 130.471 8571.08
4 5727.4 524.802 125.721 13011
2 5604.11 520.174 127.227 13400
8 5574.48 522.106 126.863 13525.2
6 5572.27 522.679 125.496 14473.7
18 5406.28 520.355 157.904 8271.45
10 5186.19 490.303 131.329 11054.2
16 5017.1 477.829 160.585 8730.44
12 4994.76 475.002 137.363 10499
14 4835.63 461.367 150.098 10919.8
204378 19445 125.496 160.585 141.084 7189.26 14473.7 8673.48

FORD
tid attemp_tp tp 50lat 99lat
45 3038.93 260.923 487.506 17862.8
43 3006.59 258.536 493.121 18002.3
35 2979.08 255.337 490.639 17825.3
1 2977.51 256.602 493.516 18398.2
5 2971.98 261.713 493.067 18396.7
52 2969.51 253.804 483.924 17737.2
62 2948.43 253.918 488.564 17927
11 2945.57 255.469 498.663 17869.6
59 2943.92 251.146 491.646 17611
31 2938.1 249.65 493.398 18041.3
13 2936.9 253.043 488.23 17705.8
50 2931.03 253.036 488.127 17963.4
47 2927.91 251.185 488.645 17798
54 2926.83 254.195 487.418 18067.3
19 2926.16 251.884 492.47 18127.8
41 2916.74 253.523 482.838 18054.8
39 2914.76 251.135 481.368 17927.4
56 2914.43 250.991 492.471 18098.7
48 2913.26 246.87 491.309 17771
53 2913.3 247.893 488.143 18144.2
3 2912.49 250.328 494.028 19067.3
29 2909.03 254.948 493.117 17843.7
17 2906.53 245.805 491.797 18065.8
15 2906.19 248.392 488.42 17900.6
37 2905.39 250.358 491.039 17496.1
44 2902.35 252.62 490.007 18099.6
58 2902.16 250.776 487.715 18262.1
23 2900.38 251.811 486.533 18256.9
61 2899.76 253.439 484.239 18055.4
49 2898.65 254.357 473.744 17939.1
55 2897.57 247.25 490.17 17648.5
7 2896.15 249.821 489.941 17962.7
42 2895.59 255.449 484.74 17603.7
33 2894.83 246.697 487.701 18392.8
51 2895.02 251.433 486.664 17968.7
9 2891.77 250.745 480.963 17881.1
46 2890.87 246.186 480.721 17732.8
40 2888.57 246.019 486.573 17821
60 2888.79 247.974 484.236 17933.2
63 2888.02 250.363 485.433 17827.9
25 2888.05 249.007 497.826 17957.8
27 2883.28 249.404 487.151 18096.8
57 2882.75 249.128 478.88 17738.4
21 2881.36 251.514 488.175 18209.4
0 2776.72 235.855 447.032 19565.9
2 2753.26 229.952 409.723 23021.7
4 2743.72 228.085 450.948 27806
8 2737 231.96 430.126 24616
6 2727.9 231.135 423.494 27336.8
10 2710.6 227.853 382.046 28131.8
12 2708.43 226.858 371.17 27013
16 2705.19 224.504 406.831 29162.3
18 2699.33 230.199 419.491 21608.5
14 2692.89 223.321 397.17 30770.5
38 2681.44 231.033 517.734 17728
20 2660.2 226.197 423.381 19764
24 2643.27 227.638 442.765 17966.6
22 2637.44 226.345 414.94 18334.5
28 2634.09 229.113 455.813 18147.7
36 2630.48 223.933 520.937 17939.3
26 2612.44 225.218 441.265 17951.7
30 2596.98 226.821 461.557 17487.1
34 2596.28 218.737 503.155 18363.8
32 2575.05 222.999 492.924 17690.2
181969 15622.4 371.17 520.937 473.397 17487.1 30770.5 19242.1

FORD
tid attemp_tp tp 50lat 99lat
115 1503.5 121.167 874.893 37492.9
103 1495.41 120.74 888.906 38013.7
95 1495.03 120.858 895.956 37530.2
5 1494.52 123.806 896.786 37945.3
92 1491.53 120.993 902.56 37571.6
109 1490.5 121.088 907.405 37894.7
1 1486.2 120.932 904.25 38489.9
97 1485.8 119.503 904.884 37527.2
88 1478.25 119.265 885.522 37531.8
35 1476.64 118.722 891.493 37123.4
106 1475.38 116.599 898.498 36722.2
59 1475.01 118.561 901.444 37421.2
71 1474.65 116.379 895.593 37521.7
108 1474.02 121.975 887.532 37165.1
77 1472.64 119.254 900.218 37579.8
84 1472.55 121.162 891.832 37876.1
90 1470.61 118.37 899.512 37749.7
13 1470.39 119.954 901.391 38202.3
31 1470.32 116.479 895.851 37675.3
99 1470.19 118.336 903.57 38165.1
114 1469.41 118.229 899.35 37550.4
100 1468.95 120.66 908.499 37969.6
75 1468.08 120.646 910.941 37649.7
11 1467.7 119.324 906.299 37798
107 1467.15 117.886 902.384 37434.8
110 1466.33 119.785 888.752 37550.6
124 1465.97 118.26 896.547 37761.4
43 1463.7 117.726 911.447 37612.5
105 1462.58 119.741 897.324 38161.9
96 1462.29 116.837 884.415 37633.2
45 1462.16 117.996 910.284 37315.9
80 1461.74 119.716 894.318 37878
29 1459.05 119.905 903.105 37053.2
126 1458.99 118.893 895.597 38312.5
102 1458.02 120.987 893.569 37937.4
3 1457.82 117.792 897.92 37803.6
89 1456.12 116.024 901.377 37772.3
116 1456.1 116.532 895.198 37812.9
86 1455.46 117.616 900.906 37688.7
19 1455 116.691 889.191 37525.2
111 1453.1 116.843 900.856 36868.5
91 1450.75 118.57 879.357 37489
69 1449.57 117.719 884.544 37430.3
118 1449 116.876 884.057 37467.5
61 1448.92 118.652 884.627 37574.4
37 1448.66 117.501 899.034 37451.2
15 1447.95 115.996 888.126 37719.8
78 1447.3 118.36 869.516 36956
113 1446.33 118.469 874.622 37638.6
120 1446.18 116.678 892.248 38029.9
65 1445.05 118.104 905.558 37055.9
94 1444.59 117.388 876.761 37523.9
82 1443.94 119.948 896.739 37228.8
104 1443.68 118.959 888.714 37224.5
33 1443.47 114.337 901.339 37802.1
53 1442.01 114.02 887.709 36808
23 1441.76 117.215 886.401 37704
73 1441.7 117.96 889.32 37778.2
93 1441.05 118.455 903.91 37696.3
101 1440.63 116.864 892.635 37434.3
25 1439.66 116.325 892.673 37495.6
39 1439.49 117.117 869.304 38484.1
67 1439.2 118.562 877.947 37275.7
7 1438.64 116.055 879.267 37739.2
122 1438.62 115.924 864.269 37683
17 1437.7 114.153 888.712 37621
98 1437.31 117.299 865.237 36846.5
47 1437.29 115.112 898.371 38009.1
112 1437.02 115.594 888.383 38090
41 1435.9 117.657 888.927 37032.5
55 1435.38 114.859 898.405 37494.7
81 1435.02 114.099 878.159 37068.4
127 1433.79 115.937 892.524 37194.7
79 1433.45 114.605 881.49 37946.7
125 1432.86 116.191 885.94 37132.2
49 1432.77 117.631 864.417 37740.4
87 1432.64 114.754 858.59 37786.3
85 1431.35 115.467 885.485 37532.7
123 1430.66 116.513 877.444 37723.4
83 1430.42 115.507 869.089 38565.2
51 1430.39 117.22 894.901 38243.8
121 1430.37 115.259 895.844 37996.1
27 1430.2 115.904 877.403 37566.8
9 1429.9 116.165 872.644 37819.2
117 1429.69 116.82 876.604 38762.4
119 1429.29 113.457 880.097 37797.3
63 1429.14 116.132 896.169 36769.9
57 1428.42 115.516 884.238 36712
21 1428.36 116.255 887.648 37868.3
76 1379.39 113.786 909.94 37299.9
0 1373.41 108.65 740.239 41261.1
8 1372.35 108.567 808.364 42900.9
4 1371.11 106.494 800.718 43776.1
2 1370.22 106.973 750.639 44881.6
6 1367.84 108.36 693.919 44996.1
10 1365.77 107.077 618.035 43131.1
16 1365.44 105.126 648.957 49234.7
18 1364.7 107.948 636.585 48044.5
36 1364.59 107.325 749.798 38310.7
28 1364.08 108.199 686.44 40047.3
24 1362.92 107.425 679.272 42238.2
14 1362.17 105.65 623.154 42942.6
12 1360.82 105.98 573.468 45159.2
20 1360.6 107.066 679.75 43900.7
22 1360.13 107.491 656.632 41467.8
34 1358.01 105.463 743.001 40834.3
26 1355.37 106.41 727.079 41605.6
30 1353.43 108.206 603.716 40249.4
38 1352.47 108.427 655.532 38960.9
56 1351.82 108.605 880.843 36906.6
48 1350.73 107.855 739.696 38041.5
32 1350.14 106.499 594.141 39285.8
52 1349.88 108.382 818.872 37803
44 1349.46 108.47 630.603 37286.3
58 1348.73 109.638 887.123 37760.9
42 1348.28 110.802 579.317 37423.6
40 1346.73 105.88 574.751 38681.7
46 1346.22 107.94 563.364 37548.2
50 1345.75 109.235 650.32 37559.7
54 1342.21 109.646 807.17 37624.9
60 1342.12 108.35 873.619 36916.2
62 1340.06 108.652 911.835 37232.8
68 1333.24 109.953 944.007 37506.7
64 1330.76 107.965 926.954 37990.3
72 1329.72 107.827 942.404 37634.3
66 1328.62 106.356 925.715 37509.6
70 1327.11 104.337 941.79 37755.5
74 1324.52 106.041 926.761 37886.2
182127 14679.4 563.364 944.007 846.69 36712 49234.7 38405.4

FORD
tid attemp_tp tp 50lat 99lat
3 15556.6 3446.09 82.832 8198.91
1 14155.1 3115.24 90.487 9306.23
2 11028 3343.26 90.416 8236.31
0 34949.5 13658.3 84.021 8274.3
75689.1 23562.9 82.832 90.487 86.939 8198.91 9306.23 8503.94

FORD
tid attemp_tp tp 50lat 99lat
3 13814.6 1363.77 170.639 14118.7
4 13448.9 1321.62 176.366 14071.5
6 12731.6 1270.49 178.308 13944.4
7 12607.6 1249.16 179.309 13755.7
5 12545.5 1256.43 184.401 13271
1 12291.6 1205.81 186.956 13979.2
2 45857.3 5308.9 165.187 25065.1
0 33861.2 4253.64 142.343 30921.5
157158 17229.8 142.343 186.956 172.939 13271 30921.5 17390.9

FORD
tid attemp_tp tp 50lat 99lat
9 6187.06 720.359 266.501 32000.6
10 6184.54 705.594 273.121 32649
8 6162.72 711.24 280.997 32275.4
11 6138.02 713.668 281.405 31991
14 6121.63 695.295 277.642 31833.9
13 6118.95 706.677 281.629 31824.4
15 6108.98 713.895 272.055 32715.7
12 6068.68 713.374 269.831 31898.2
5 78273.2 8180.33 301.51 32278.4
3 75330.6 7732.68 292.084 32180.6
1 53539.5 5633.96 288.827 33341
7 53222.7 5561.77 302.079 32410.5
0 33688.7 4093.85 191.078 40559.4
2 30266.3 3843.22 170.742 41332.5
4 26640.2 3365.19 201.018 35057.4
6 23115.2 2639.99 299.853 32883.7
423167 46731.1 170.742 302.079 265.648 31824.4 41332.5 33577

FORD
tid attemp_tp tp 50lat 99lat
22 2700.85 320.537 547.612 82190.4
27 2689.9 324.994 508.985 82525.1
21 2689.31 326.885 522.62 81373.6
28 2660.98 312.426 572.177 81792.9
24 2655.34 313.728 540.719 80869.7
25 2654.89 319.808 531.893 81854.9
31 2650.21 308.538 560.511 82060.2
20 2649.23 315.444 559.378 81709.1
30 2648.14 321.432 541.283 81981.4
29 2646.09 316.367 561.207 80665.2
23 2645.97 320.903 535.013 81088
17 2643.27 310.241 556.527 81097
19 2641.9 318.639 540.064 82130.1
26 2627.52 320.741 551.675 81828.4
16 2440.52 347.676 543.382 82418.5
18 2294.29 267.4 678.965 82497.1
1 21299.2 2112.89 637.304 82951.5
11 20005.3 1977.32 648.249 82933.3
13 19620.7 1941.27 652.52 83847.5
5 19418.5 1950.78 658.767 83499
3 18833.7 1848.52 652.493 82421.5
9 18754.7 1877.91 620.699 83376.1
7 17891.2 1781.07 641.252 83751.1
15 17537.1 1723.2 641.221 83288.1
2 16859.8 1725.94 556.845 88057.5
8 16764.1 1738.43 570.109 85205.1
0 16660.3 1716.18 575.808 87700.2
4 16584.5 1690.96 574.863 90980.8
6 16278.1 1695.04 551.396 87544.4
10 15945.5 1637.92 570.008 85485
12 15130.3 1538.6 566.295 84601.1
14 14178 1421.06 613.38 83409.7
323699 33442.9 508.985 678.965 580.726 80665.2 90980.8 83347.9

FORD
tid attemp_tp tp 50lat 99lat
5 4005.14 1723.09 55.761 2989.63
7 3979.49 1712.3 56.071 2975.99
4 3412.35 1439.84 50.735 3043.04
6 3381.81 1420.19 51.167 3128.75
1 17518 6751.63 47.657 3133.64
3 16758.6 6406.49 48.65 3155.22
2 7718.64 2861.38 47.359 3357.71
0 7596.58 2829.8 48.241 3414.33
64370.7 25144.7 47.359 56.071 50.7051 2975.99 3414.33 3149.79

FORD
tid attemp_tp tp 50lat 99lat
13 3663.46 826.258 89.016 3480.65
9 3640.43 836.644 86.972 3463.44
11 3558.67 835.433 89.9 3550.28
15 3536.16 837.221 88.445 3554.78
14 3520.52 823.485 89.306 3508.35
8 3039.34 765.975 90.296 3438.32
12 2969.59 677.364 91.264 3618.43
10 2946.32 660.271 92.099 3606.57
3 13172.1 2801.45 86.871 3440.9
7 13064.9 2799.3 86.66 3435.9
5 12747.6 2772.6 85.612 3512.07
1 12516.1 2776.81 84.489 3542.46
6 8058.37 2244.34 54.438 3454.53
2 7977.65 2208.29 53.251 3640.11
4 7940.59 2239.88 54.675 3578.43
0 7675.62 2093.68 63.142 3541.47
110027 26199 53.251 92.099 80.4023 3435.9 3640.11 3522.92

FORD
tid attemp_tp tp 50lat 99lat
31 2476.48 254.136 137.843 6725.67
29 2468.59 263.152 140.737 6619.8
19 2466.78 258.198 138.25 6680.91
28 2459.84 256.93 136.277 6753.49
24 2449.87 256.33 137.97 6599.36
23 2449.35 259.827 134.907 6722.07
22 2447.08 258.436 140.248 7004.06
27 2445.21 258.997 139.857 6802.02
30 2438.77 260.582 141.486 7113.02
25 2433.42 255.679 138.94 6833.97
17 2429.73 251.089 140.083 7041.23
26 2424.69 253.623 140.07 6856.88
21 2417.34 257.447 139.279 6656.69
16 2048.3 211.794 149.844 11117
20 2047.67 215.353 153.104 11025.2
18 2021.19 212.124 150.839 11808.1
1 10993.8 1140.71 137.454 6761.36
15 10690.5 1112.56 138.044 6660.3
13 10426.7 1088.03 141.95 6833.78
3 10226.7 1064.91 136.582 6902.99
5 10222.1 1077.62 138.604 6666.28
7 10070.5 1052.47 140.455 6928.03
9 9991.22 1049.88 134.306 6904.14
11 9894.4 1034.95 141.158 6864.33
0 7434.25 794.647 120.804 7788.78
2 7044.92 747.184 120.345 12015.8
8 6937.99 746.597 120.135 11202.8
6 6910.47 748.957 116.268 14157.3
4 6867.58 727.483 121.524 14480.2
10 6548.48 706.646 117.489 14008.5
12 6477.03 695.633 129.523 12441.7
14 6253.38 664.86 140.346 11473.9
174914 18436.8 116.268 153.104 136.085 6599.36 14480.2 8576.55

FORD
tid attemp_tp tp 50lat 99lat
45 1037.26 142.219 258.412 16915.3
35 1030.96 140.448 260.344 16866.3
43 1023.65 138.806 259.574 16881.8
47 1023.32 142.927 258.508 16880.5
33 1018.52 138.182 261.648 16999.9
59 1017.68 141.407 256.441 17058.6
52 1017.54 139.128 259.134 17071.3
62 1017.01 139.32 265.034 17038.9
53 1016.12 139.594 258.38 16973.5
55 1015.81 140.599 260.918 16919.2
37 1015.13 138.798 262.77 16912.1
61 1014.89 139.385 259.725 17105.7
49 1014.74 141.658 259.63 17124.6
48 1012.04 139.267 259.012 17014
56 1010.82 139.291 261.629 17144.7
50 1010.6 140.483 261.001 17203.6
54 1009.81 139.889 261.69 16856.4
58 1007.99 139.808 258.394 16940.5
57 1007 139.883 258.65 17082.5
41 1006.76 138.43 260.629 17176.6
51 1006.5 141.685 256.534 17092.1
39 1005.44 139.515 261.846 16890
63 1004.09 140.793 259.579 16978.4
60 1003.88 138.024 261.544 17113.8
46 986.15 135.458 265.199 17031.6
44 922.376 127.933 273.199 17257.4
42 908.269 128.529 274.369 17513.4
5 3260.01 431.919 282.214 17529.3
40 900.232 125.996 274.426 17444
11 3230.18 427.643 283.516 17052.2
1 3224.04 425.702 279.314 17568.1
13 3196.98 420.147 282.693 17253.2
3 3167.95 422.763 278.31 17529.4
31 3154.26 415.289 280.185 17009.7
19 3147.79 425.33 273.186 16959.1
17 3140.93 414.886 278.191 16850.6
36 892.287 121.306 295.612 17787.3
23 3122.27 419.758 274.325 17071.3
29 3118.2 420.053 281.855 17219
38 890.9 127.087 277.06 17615
15 3109.35 415.129 275.959 17087.4
25 3108.66 416.405 277.25 17136.3
7 3088.62 420.454 276.193 17266.1
21 3086.68 416.331 275.869 17096.1
27 3083.19 415.43 274.183 16900.3
9 3068.31 418.916 272.833 17373.9
34 882.814 119.206 296.188 18542.3
32 876.864 124.997 286.789 17937
0 2781.26 450.23 242.464 17186.7
4 2771.67 449.869 241.474 18160.5
2 2765.13 447.951 240.385 18123.7
28 2732.89 437.208 243.244 17550.1
8 2728.49 456.695 237.131 17713.7
6 2720.14 455.841 235.046 18923.9
18 2717.66 462.954 233.605 17874.5
24 2709.6 453.072 234.485 17382.1
16 2707.09 457.309 230.655 17876.5
22 2705.44 450.374 236.843 18126.4
20 2701.8 458.334 235.217 18008.2
10 2694.88 461.93 230.351 18813.7
14 2688.59 462.948 233.001 17911.5
26 2685.85 453.533 236.498 17348.8
30 2683.81 432.711 246.815 17279.3
12 2678.31 467.016 228.835 18210
125387 18354.2 228.835 296.188 261.187 16850.6 18923.9 17355.6

FORD
tid attemp_tp tp 50lat 99lat
115 553.601 50.0456 624.988 36894.3
92 550.923 50.1174 805.966 36803.5
95 548.146 49.5962 797.807 37655.8
103 547.065 49.1756 759.65 36661.7
105 546.81 50.2573 785.874 37109.9
109 546.543 49.9923 795.564 36979.6
106 545.726 48.6569 742.844 37493.1
90 545.081 49.2699 802.681 37583.4
71 545.062 48.7558 763.406 37550.7
99 544.473 48.9862 847.609 37299.3
114 544.332 49.1913 824.667 36711.2
108 544.087 50.3444 702.104 36642.9
100 543.709 50.0811 819.523 37175.6
77 543.512 49.6661 730.248 37372.4
97 543.485 49.5224 818.073 37604.5
69 542.803 50.0084 783.773 36790.1
124 542.763 49.1743 726.145 37698.9
110 542.762 49.6138 792.826 37042.1
116 542.34 48.7726 787.974 37471
89 542.102 48.9463 767.277 36868.7
102 542.064 50.4607 813.349 37129.2
126 542.044 49.8247 702.304 37472.5
67 541.739 50.5172 747.4 37504.4
120 541.724 49.0531 801.554 37154.2
113 541.497 49.5091 679.669 37256.3
65 541.319 49.547 819.232 37080.2
111 541.28 49.1861 810.735 37080.2
88 540.934 49.0951 700.834 37436.2
75 540.717 50.1353 800.971 37626
118 540.169 49.4039 701.596 37453.9
96 540.104 48.7389 751.718 37517.5
94 539.994 49.4635 744.817 37115.9
107 539.842 48.6668 819.154 37060
122 539.378 48.9216 717.245 37812.5
104 539.363 50.2362 742.796 37918.4
101 539.062 48.9306 759.444 37928.1
91 538.61 49.6383 751.244 38039.9
73 538.261 49.3746 769.041 37798.8
112 538.252 49.0778 771.259 37465
93 538.074 50.0301 807.413 37836.4
79 538.059 48.9633 730.597 37010.1
87 537.169 48.8662 761.058 37865.6
121 536.825 48.5559 785.127 37159.9
98 536.232 49.6283 716.109 37385.7
81 535.869 48.0674 726.906 37388.6
127 535.393 48.6136 750.68 37355.6
125 534.333 49.0197 745.148 37373.7
117 534.236 49.1711 771.92 38306.7
85 534.05 48.5986 799.474 37760.8
123 533.855 49.0879 727.701 37373.1
119 533.81 48.0856 762.958 37737.4
83 533.15 48.6339 730.068 37966.3
45 1945.52 172.703 847.936 37498.1
5 1935.27 174.542 836.287 37736.3
13 1935.23 173.145 852.759 38272.7
35 1929.31 170.088 821.38 37807.6
43 1926.74 168.936 850.014 36958.7
59 1919.77 170.072 859.553 37427
31 1910.16 167.578 831.685 37838.3
11 1907.83 169.663 846.982 37737.4
1 1897 168.017 820.498 37875.9
61 1879.4 169.165 819.455 37457.2
3 1876.96 166.674 841.305 38406.6
17 1873.63 163.418 836.997 38078.3
33 1873.22 164.431 833.288 37295.8
19 1872.44 165.636 809.47 37533.2
29 1872.12 168.94 843.008 37488.6
47 1868.98 165.106 819.395 37455.7
39 1868.82 166.531 787.49 37580.8
37 1868.85 165.692 810.945 37189.9
41 1860.94 166.926 802.597 37178.8
53 1854.52 163.254 812.52 37659.4
23 1853.27 166.238 776.64 37469.9
15 1852.61 162.64 798.896 37880.5
7 1844.24 163.935 810.18 37406.4
55 1843.88 162.298 808.372 37179.3
51 1840.01 164.626 811.804 37583.6
25 1839.64 164.059 816.536 37397.7
27 1832.23 163.398 788.913 37377.2
49 1830.53 165.206 742.816 37504.7
9 1830.27 164.578 796.222 38068.6
57 1824.64 162.484 806.315 37507
86 509.696 46.3874 840.723 38621.7
63 1821.42 163.272 822.439 37504.3
21 1818.92 163.503 795.476 37983
84 506.872 46.8147 856.006 38653.5
68 500.685 46.2433 714.683 39797.9
66 498.854 44.7771 751.543 40413.3
64 498.381 44.8543 817.913 41590.3
70 497.982 44.3802 695.407 37900.7
80 496.797 46.222 851.257 39205.3
76 494.522 46.2724 808.905 39319.6
82 494.058 46.0166 859.726 39226.7
72 493.787 45.4926 760.232 39653.5
78 493.661 45.5057 789.718 41545.4
74 490.29 44.6066 627.278 42490.3
62 1577 141.126 705.896 41506.5
56 1560.23 139.22 745.99 40933.6
58 1555.42 139.35 698.674 43167.7
0 1553.64 141.598 659.458 38848.4
60 1550.39 139.845 686.696 41188.3
36 1544.82 137.674 635.601 39937.4
52 1539.5 138.17 654.467 44675.5
4 1539.32 137.784 705.511 43288.7
2 1535.98 138.115 650.423 41539.1
28 1534.47 139.069 628.373 41712.3
6 1532.97 140.482 663.611 42298.1
8 1532.34 139.428 683.398 43205
18 1530.02 139.124 607.162 41407.5
48 1528.81 136.431 633.126 42467
34 1527.36 134.652 621.47 41982.1
54 1526.32 139.887 635.236 44242.7
24 1525.37 138.016 643.687 41965.6
16 1524.39 136.784 613.042 43771.2
14 1523.7 138.108 665.69 43141.2
50 1523.5 137.206 595.329 43535.7
44 1523.22 138.354 615.251 47255.8
10 1522.74 139.483 628.734 42747.7
46 1522.4 135.768 604.314 41258
38 1522.01 137.24 633.51 43330
20 1521.3 138.682 635.098 41388.9
22 1521.17 139.172 612.638 41105.6
42 1520.3 140.993 606.258 42000.7
40 1520.21 136.256 651.46 41985.5
26 1518.92 137.948 630.029 42385.7
30 1518.65 139.488 604.467 41882.6
12 1516.9 138.554 592.422 43172
32 1513.56 138.581 608.546 42418.2
143024 12872.2 592.422 859.726 748.325 36642.9 47255.8 38916.2

