FORD
tid attemp_tp tp 50lat 99lat
5 261867 48296.7 41.663 135.175
10 239009 39522.7 49.466 189.167
8 121537 25353.1 45.957 277.879
0 110979 29481.7 28.877 314.301
6 102940 24803.4 31.849 327.098
2 98127.5 27380.3 28.389 326.879
4 96152.4 25626.4 28.936 341.934
4.99541e+06 892115 28.389 49.466 42.9936 108.335 341.934 146.911

FORD
tid attemp_tp tp 50lat 99lat
36 17770.4 2294.81 149.192 269.997
45 17580.3 2246.64 154.364 267.325
53 17518.1 2234.43 160.13 266.308
25 63809.3 8143.85 157.651 267.267
22 63141.2 8136.44 154.077 269.478
23 62313.3 7963.21 158.554 266.182
27 62295.6 7947.55 157.54 266.428
52 17358.3 2213.51 161.38 268.275
24 62060.9 7940.75 156.109 269.421
40 17337.8 2219.74 159.73 268.44
47 17316.2 2197.65 160.481 267.069
37 17311.6 2202.38 161.742 268.197
57 17309.9 2205.81 158.721 268.245
48 17297.4 2215.13 157.222 270.025
62 17292 2212.77 156.822 269.626
43 17281.5 2200.52 162.019 267.883
60 17262.6 2211.82 160.687 269.415
32 17251.3 2200.3 162.246 268.293
33 17240.8 2182.55 160.879 267.458
44 17233.7 2202.83 162.829 270.083
39 17201.9 2187.19 163.99 268.379
58 17201.7 2184.81 163.657 268.803
59 17185.1 2170.31 164.966 267.37
49 17150.6 2170.5 165.132 268.076
28 59528.7 7565.15 164.548 269.966
26 59420.2 7532.17 162.048 272.01
42 17124.7 2167.86 165.079 271.592
38 17124 2180.76 161.818 271.731
61 17119.7 2163.93 164.06 269.886
46 17116.1 2163.8 163.266 271.262
29 59141.9 7501.92 165.525 268.206
50 17109.6 2185.65 162.304 270.857
35 17109.6 2162.46 165.527 267.413
41 17109.4 2156.86 164.642 268.116
55 17101.9 2164.73 165.489 270.275
31 58971 7436.53 167.183 267.935
51 17097.4 2156.25 166.76 267.03
63 17096.6 2164.14 165.946 269.456
34 17090.4 2157.76 165.244 271.565
56 17081.8 2176.03 163.918 269.422
54 17079.4 2160.88 167.784 271.995
30 58650.5 7386.21 168.398 271.016
21 58489.1 7451.28 161.486 329.221
19 57798.7 7213.1 163.22 407.667
5 57665.4 7555.66 154.455 444.797
17 57394.5 6927.69 164.076 492.719
11 57292.4 7294.3 160.858 445.039
1 57278.9 7368.13 160.846 428.697
3 57034 7365.89 163.712 433.792
15 56983.9 6934.83 162.669 481.469
9 56703.2 7289.99 160.439 435.647
13 56499.7 7103.09 165.41 448.695
7 56078.9 7166.44 164.295 442.198
20 53931.6 6776.55 160.013 473.79
18 50724 6032.45 165.483 562.566
0 50042.5 6715.86 151.26 771.052
16 49109.9 5461.31 171.048 729.753
2 48637.2 6495.41 153.002 822.535
12 48594.2 5673.86 161.543 817.992
14 48551 5508.99 168.994 791.095
4 48277.9 6404.26 152.318 861.25
8 47966.2 6028.3 163.137 847.035
6 47923.1 6174.03 159.906 871.201
10 47510.1 5755.85 165.478 861.521
2.33128e+06 294366 149.192 171.048 161.77 266.182 871.201 382.774

FORD
tid attemp_tp tp 50lat 99lat
53 47814.3 2924.56 344.662 509.638
113 9127.96 559.498 344.396 514.207
61 47030.8 2839.53 346.761 532.3
122 9076.12 550.82 348.883 511.765
45 46290 2802.31 349.341 511.061
109 9073.67 551.951 348.601 510.237
65 9070.98 550.264 351.257 541.507
81 9069.28 545.717 347.849 516.375
60 46157.4 2810.06 350.942 532.008
70 9064.46 547.575 349.33 544.075
37 45990.8 2798.17 345.795 519.634
41 45957.3 2765.8 351.268 514.704
64 9057.9 547.034 350.392 526.745
63 45687.8 2747.94 351.163 556.494
123 9049.91 546.017 350.577 514.683
97 9049.28 550.676 349.435 512.922
120 9047.83 547.258 351.37 515.786
107 9047.75 547.66 352.346 511.499
126 9046.83 545.922 352.496 517.805
44 45560.1 2765.95 349.089 515.167
52 45537 2765.46 353.179 516.559
67 9044.07 544.942 351.622 535.615
119 9044 546.619 349.922 515.776
121 9040.26 549.323 349.809 516.742
115 9037.38 545.026 350.009 510.835
69 9037.27 544.622 351.335 570.995
106 9037.17 543.523 351.796 516.607
59 45328.6 2717.72 353.723 529.483
57 45236 2717.56 354.645 552.868
72 9032.53 542.846 352.557 513.651
58 45224.8 2727.19 350.141 527.439
88 9032.39 546.975 354.069 517.529
40 45204.6 2723.8 352.555 515.419
76 9030.7 542.8 353.247 515.753
48 45139.6 2724.81 351.023 513.849
118 9029.14 546.245 353.542 513.791
93 9028.49 544.084 353.373 515.121
43 45121.9 2719.81 352.104 515.883
78 9027.76 544.148 350.298 515.228
83 9025.32 544.164 350.144 512.094
47 45034.3 2712.87 352.728 517.353
46 45022.4 2711.74 354.581 515.474
56 44984.9 2708.5 352.133 530.361
110 9022.88 541.851 351.806 515.16
111 9021.48 546.368 352.573 512.591
114 9021.48 541.19 351.306 512.585
117 9018.09 542.51 351.67 513.442
82 9018.14 542.874 354.421 517.021
55 44865.2 2704.97 352.891 517.542
99 9015.82 548.117 350.504 512.282
68 9015.82 546.232 349.325 523.482
42 44805.3 2704.99 351.967 514.027
103 9015.38 545.836 349.626 516.045
105 9014.51 545.901 350.895 518.583
39 44771.7 2689.04 353.656 515.256
86 9014.22 544.162 351.489 517.514
75 9013.64 543.64 350.451 516.672
73 9012.53 545.123 351.227 515.911
112 9012.19 546.661 352.118 516.426
87 9011.35 540.474 353.78 514.298
125 9011.08 540.899 354.675 513.416
62 44692.6 2694.25 356.313 540.479
50 44692.5 2701.84 352.367 518.864
127 9010.9 539.519 351.639 514.226
54 44681.3 2689.28 355.171 516.746
84 9008.3 548.191 351.036 512.825
79 9008.12 541.992 354.437 519.516
101 9006.35 543.578 352.377 515.389
77 9006.23 536.807 352.43 515.409
92 9005.25 540.883 352.113 513.777
90 9004.28 543.516 356.651 516.004
85 9004.22 542.595 350.997 518.854
71 9002.89 538.535 356.51 540.684
95 9002.09 541.746 352.568 520.007
100 9001.97 543.098 350.092 516.442
89 9002.12 540.55 354.833 518.665
116 9001.73 541.805 357.323 515.778
49 44450.1 2676.74 355.406 510.972
98 9000.74 541.979 355.049 518.588
66 9000.59 542.178 354.003 535.473
38 44410.4 2673.51 350.956 516.687
51 44393.7 2681.2 354.491 515.476
124 8998.35 540.567 352.3 519.227
102 8998.26 538.564 357.945 512.277
104 8997.34 539.589 357.302 515.531
94 8997.29 540.935 355.593 521.28
91 8997.16 541.152 356.174 516.594
108 8996.58 540.227 356.109 517.82
96 8996.52 542.985 353.619 517.431
74 8995.97 540.01 357.065 516.386
80 8994.75 538.066 358.281 516.324
35 44158.6 2659.54 354.421 540.369
1 43643 2549.28 355.517 845.946
33 43637.2 2537.33 357.311 657.825
29 43634.9 2567.22 354.026 650.829
31 43537.8 2525.32 359.677 663.508
27 43480.6 2557.7 355.782 649.252
19 43455.9 2588.63 352.535 652.441
5 43454.1 2536.94 352.625 879.796
3 43444.4 2538.89 351.758 859.79
23 43417 2595.16 353.537 606.673
11 43413.8 2532.45 354.894 877.809
17 43357.8 2559.19 355.592 707.909
13 43353.3 2563.83 353.642 785.188
25 43337.2 2535.71 360.533 639.468
7 43320.5 2499.38 354.578 919.57
9 43312.7 2503.22 356.99 866.287
21 43304.1 2573.69 356.521 635.445
15 43182.2 2540.02 357.195 746.346
36 40780.2 2418.39 356.961 635.177
