FORD
tid attemp_tp tp 50lat 99lat
3 265127 265115 97.478 163.647
5 264043 264027 97.448 160.831
1 221100 221087 102.247 174.806
6 210795 210789 106.54 168.978
4 132032 132026 105.606 714.12
0 126069 126063 100.991 703.529
2 120436 120429 105.948 701.904
1.62741e+06 1.62733e+06 95.475 106.54 101.467 155.68 714.12 367.937

FORD
tid attemp_tp tp 50lat 99lat
7 159729 159716 139.607 219.877
3 158390 158376 138.787 236.448
13 156117 156102 140.583 222.399
15 148566 148552 143.614 224.858
1 147269 147254 142.556 248.673
9 145329 145316 144.849 228.214
11 142833 142821 146.118 228.581
10 138930 138919 148.079 230.189
5 138885 138872 146.711 255.076
8 137554 137542 149.035 229.484
12 137142 137130 149.258 229.369
14 136842 136832 149.155 229.398
0 99855.8 99846.4 127.669 924.929
2 97193.3 97183.2 131.07 946.994
6 94167.8 94158.2 154.267 919.821
4 91038.2 91029.6 146.475 936.039
2.12984e+06 2.12965e+06 127.669 154.267 143.615 219.877 946.994 406.897

FORD
tid attemp_tp tp 50lat 99lat
11 65887 65876 271.833 465.091
17 64118.3 64107.3 276.431 446.879
31 63286.5 63275.6 277.771 445.558
28 62885.3 62874.3 278.631 443.694
